Facility Name,Primary Service Category,Layers of Care Provided,Parish,City,Physical Address,Intake / Admissions Phone,After-Hours Coverage Line,Admin Email Contact,Age Groups Treated (Ages),Total Psychiatric Bed Count,Specialized Clinical Tracks,Medicaid Enrolled (Y/N),Medicare Enrolled (Y/N),Commercial Insurance Accepted,Discharge Planning / Referral Liaison,program_name,clarity_fit,notes
Joel Casale,Hospitalist,Outpatient / Provider,,Bossier City,2400 Hospital Dr,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Joel Casale,,
Naveed Malik,Hospitalist,Outpatient / Provider,,Mandeville,4404 Highway 22,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Naveed Malik,,
Lauren Jacoby,Hospitalist,Outpatient / Provider,,Lake Charles,524 Dr Michael Debakey Dr,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Lauren Jacoby,,
Thomas Kazecki,Hospitalist,Outpatient / Provider,,Lake Charles,1905 Country Club Rd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Thomas Kazecki,,
Venkatasai Boda Eswara,Hospitalist,Outpatient / Provider,,Shreveport,1501 Kings Hwy,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Venkatasai Boda Eswara,,
Ifedolapo Olanrewaju,Hospitalist,Outpatient / Provider,,Alexandria,3330 Masonic Dr,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Ifedolapo Olanrewaju,,
Radha Vanukuri,Hospitalist,Outpatient / Provider,,Thibodaux,931 North Canal Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Radha Vanukuri,,
Narendra Kanamathareddy,Hospitalist,Outpatient / Provider,,Monroe,309 Jackson St,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Narendra Kanamathareddy,,
Yougandhar Akula,Hospitalist,Outpatient / Provider,,Baton Rouge,6444 Jones Creek Rd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Yougandhar Akula,,
Amy Gessford,Hospitalist,Outpatient / Provider,,Shreveport,1453 E Bert Kouns Industrial Loop,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Amy Gessford,,
Virasith Rajapho,Hospitalist,Outpatient / Provider,,Lafayette,311 Bluebonnet Dr,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Virasith Rajapho,,
Ezekiel Onigbinde,Hospitalist,Outpatient / Provider,,Monroe,309 Jackson St,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Ezekiel Onigbinde,,
Kelly Carlisle,Hospitalist,Outpatient / Provider,,Shreveport,One Saint Mary Place,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Kelly Carlisle,,
Christopher Whipple,Hospitalist,Outpatient / Provider,,New Orleans,1829 Joseph St,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Christopher Whipple,,
Neha Jaswal,Hospitalist,Outpatient / Provider,,Monroe,309 Jackson St,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Neha Jaswal,,
Olaide Odelola,Hospitalist,Outpatient / Provider,,Slidell,1001 Gause Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Olaide Odelola,,
Sergio Murillo,Hospitalist,Outpatient / Provider,,Shreveport,1501 Kings Hwy,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Sergio Murillo,,
Herman Toliver,Hospitalist,Outpatient / Provider,,New Orleans,1415 Tulane Ave,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Herman Toliver,,
Aqib Sultan,Hospitalist,Outpatient / Provider,,Slidell,100 Medical Center Drive,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Aqib Sultan,,
Shalin Shakya,Hospitalist,Outpatient / Provider,,Shreveport,8001 Youree Dr Ste 4007,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Shalin Shakya,,
Leonidas Arapos,Hospitalist,Outpatient / Provider,,Gretna,2500 Belle Chasse Highway,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Leonidas Arapos,,
Tejal Jetha,Hospitalist,Outpatient / Provider,,Monroe,309 Jackson St,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Tejal Jetha,,
Mohammad Cheema,Hospitalist,Outpatient / Provider,,Kenner,4232 Williams Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Mohammad Cheema,,
Rashmi Rajeshwar,Hospitalist,Outpatient / Provider,,Monroe,309 Jackson St,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Rashmi Rajeshwar,,
Dokun Dairo,Hospitalist,Outpatient / Provider,,Crowley,1305 Crowley Rayne Hwy,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Dokun Dairo,,
Michael Nguyen,Hospitalist,Outpatient / Provider,,Slidell,1001 Gause Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Michael Nguyen,,
Penny Boyle,Hospitalist,Outpatient / Provider,,Kenner,200 W Esplanade Ave,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Penny Boyle,,
Rachana Marathi,Hospitalist,Outpatient / Provider,,Terrytown,2500 Belle Chasse Hwy,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Rachana Marathi,,
Kimberly Fremin,Hospitalist,Outpatient / Provider,,Luling,1057 Paul Maillard Rd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Kimberly Fremin,,
Thomas Craig,Hospitalist,Outpatient / Provider,,New Orleans,1542 Tulane Ave Fl 3,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Thomas Craig,,
David English,Hospitalist,Outpatient / Provider,,New Orleans,1430 Tulane Ave # Sl-50,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,David English,,
Peter Braud,Hospitalist,Outpatient / Provider,,Covington,1202 S Tyler St,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Peter Braud,,
Osamede Obanor,Hospitalist,Outpatient / Provider,,Covington,1202 S Tyler St,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Osamede Obanor,,
James Griffee,Hospitalist,Outpatient / Provider,,Slidell,901 Gause Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,James Griffee,,
Mohammad-Hesam Akbarian-Tefaghi,Hospitalist,Outpatient / Provider,,Shreveport,2551 Greenwood Rd Ste 410,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Mohammad-Hesam Akbarian-Tefaghi,,
Bao Tran,Hospitalist,Outpatient / Provider,,Baton Rouge,5000 Hennessy Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Bao Tran,,
Benjamin Wright,Hospitalist,Outpatient / Provider,,Slidell,1001 Gause Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Benjamin Wright,,
Murthy Muthuswamy,Hospitalist,Outpatient / Provider,,Lafayette,4801 Ambassador Caffery Parkway,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Murthy Muthuswamy,,
Bipasha Nath,Hospitalist,Outpatient / Provider,,New Orleans,1514 Jefferson Hwy,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Bipasha Nath,,
Paul Hollingsworth,Hospitalist,Outpatient / Provider,,Shreveport,1501 Kings Hwy,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Paul Hollingsworth,,
Leena Patel,Hospitalist,Outpatient / Provider,,Baton Rouge,5000 Hennessy Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Leena Patel,,
Anjana Desilva,Hospitalist,Outpatient / Provider,,Baton Rouge,5000 Hennessy Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Anjana Desilva,,
Robert Oubre,Hospitalist,Outpatient / Provider,,Baton Rouge,Hospital Medicine Services,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Robert Oubre,,
Otto Villa,Hospitalist,Outpatient / Provider,,Monroe,309 Jackson St,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Otto Villa,,
Vikrambhai Desai,Hospitalist,Outpatient / Provider,,Slidell,1001 Gause Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Vikrambhai Desai,,
Alma Gjino,Hospitalist,Outpatient / Provider,,Slidell,1051 Gause Blvd Ste 360,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Alma Gjino,,
Debbie Dixon,Hospitalist,Outpatient / Provider,,Baton Rouge,5000 Hennessy Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Debbie Dixon,,
Lan Pham,Hospitalist,Outpatient / Provider,,Baton Rouge,5000 Hennessy Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Lan Pham,,
Oscar Shoenfelt,Hospitalist,Outpatient / Provider,,Baton Rouge,5000 Hennessy Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Oscar Shoenfelt,,
David Hurtado De Mendoza Paz,Hospitalist,Outpatient / Provider,,Shreveport,8001 Youree Dr Ste 4007,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,David Hurtado De Mendoza Paz,,
John Ho,Hospitalist,Outpatient / Provider,,Lafayette,200 Corporate Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,John Ho,,
Stephanie Falcon,Hospitalist,Outpatient / Provider,,Baton Rouge,5000 Hennessy Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Stephanie Falcon,,
Faheem Iqbal,Hospitalist,Outpatient / Provider,,Baton Rouge,7777 Hennessy Blvd Ste 701,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Faheem Iqbal,,
James Joyce,Hospitalist,Outpatient / Provider,,Covington,1202 S. Tyler Street,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,James Joyce,,
Nicole Iwuchukwu,Hospitalist,Outpatient / Provider,,Baton Rouge,5000 Hennessy Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Nicole Iwuchukwu,,
Charles Bulathsinghala,Hospitalist,Outpatient / Provider,,New Orleans,1415 Tulane Ave Fl 4,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Charles Bulathsinghala,,
Heather Kahn,Hospitalist,Outpatient / Provider,,New Orleans,1516 Jefferson Hwy,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Heather Kahn,,
Bukola Afilaka,Hospitalist,Outpatient / Provider,,Alexandria,3330 Masonic Dr,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Bukola Afilaka,,
Kate Foret,Hospitalist,Outpatient / Provider,,Baton Rouge,5000 Hennessy Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Kate Foret,,
Deepti Reddy,Hospitalist,Outpatient / Provider,,New Orleans,1514 Jefferson Hwy,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Deepti Reddy,,
Pouya Mafi,Hospitalist,Outpatient / Provider,,Shreveport,8001 Youree Dr Ste 4007,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Pouya Mafi,,
Krupa Gandhi,Hospitalist,Outpatient / Provider,,Bogalusa,433 Plaza St,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Krupa Gandhi,,
Vilmogil Tano,Hospitalist,Outpatient / Provider,,Shreveport,2551 Greenwood Rd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Vilmogil Tano,,
Mariam Majd,Hospitalist,Outpatient / Provider,,Metairie,4200 Houma Blvd Fl 6,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Mariam Majd,,
David Pollet,Hospitalist,Outpatient / Provider,,Metairie,4200 Houma Blvd Fl 6,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,David Pollet,,
Waddah Saeed,Hospitalist,Outpatient / Provider,,Independence,52579 Highway 51 S,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Waddah Saeed,,
Anhthao Nguyen,Hospitalist,Outpatient / Provider,,Baton Rouge,7777 Hennessy Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Anhthao Nguyen,,
Canh Hoang,Hospitalist,Outpatient / Provider,,Terrytown,2500 Belle Chasse Hwy,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Canh Hoang,,
Derek Smith,Hospitalist,Outpatient / Provider,,New Orleans,1514 Jefferson Hwy,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Derek Smith,,
Russell Riehl,Hospitalist,Outpatient / Provider,,Hammond,15790 Paul Vega Md Dr,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Russell Riehl,,
Britta Haydel,Hospitalist,Outpatient / Provider,,Metairie,4228 Houma Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Britta Haydel,,
Patricia Harlan,Hospitalist,Outpatient / Provider,,Metairie,4200 Houma Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Patricia Harlan,,
Philip Putnam,Hospitalist,Outpatient / Provider,,New Orleans,1430 Tulane Ave,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Philip Putnam,,
Alexander Whitehead,Hospitalist,Outpatient / Provider,,Kenner,180 W Esplanade Ave,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Alexander Whitehead,,
Sarah Lillis,Hospitalist,Outpatient / Provider,,Slidell,100 Medical Center Dr,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Sarah Lillis,,
Dipti Munshi,Hospitalist,Outpatient / Provider,,New Orleans,1514 Jefferson Hwy,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Dipti Munshi,,
Erica Brown Jackson,Hospitalist,Outpatient / Provider,,Metairie,401 Veterans Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Erica Brown Jackson,,
Brian Erickson,Hospitalist,Outpatient / Provider,,New Orleans,1514 Jefferson Hwy,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Brian Erickson,,
Varun Choudry,Hospitalist,Outpatient / Provider,,Baton Rouge,5000 Hennessy Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Varun Choudry,,
Danielle Mcmechan,Hospitalist,Outpatient / Provider,,Baton Rouge,5000 Hennessy Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Danielle Mcmechan,,
Diane Van Gerwen,Hospitalist,Outpatient / Provider,,New Orleans,1514 Jefferson Hwy,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Diane Van Gerwen,,
Madhumati Reddy,Hospitalist,Outpatient / Provider,,Jefferson,1514 Jefferson Hwy,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Madhumati Reddy,,
Mary Gaston,Hospitalist,Outpatient / Provider,,Baton Rouge,755 Highland Park Dr,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Mary Gaston,,
Allison Leonard,Hospitalist,Outpatient / Provider,,New Orleans,1542 Tulane Ave # T4m2,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Allison Leonard,,
Leslie Rodrigue,Hospitalist,Outpatient / Provider,,Metairie,4200 Houma Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Leslie Rodrigue,,
Luis Teixeira,Hospitalist,Outpatient / Provider,,New Orleans,1514 Jefferson Hwy,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Luis Teixeira,,
Angela Graebert,Hospitalist,Outpatient / Provider,,Metairie,4200 Houma Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Angela Graebert,,
John Marker,Hospitalist,Outpatient / Provider,,New Orleans,1430 Tulane Ave Sl 50,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,John Marker,,
Ananth Gopalan,Hospitalist,Outpatient / Provider,,New Orleans,1514 Jefferson Hwy,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Ananth Gopalan,,
Fadi Hawawini,Hospitalist,Outpatient / Provider,,New Orleans,1514 Jefferson Hwy,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Fadi Hawawini,,
Silsbee Kemp,Hospitalist,Outpatient / Provider,,New Orleans,6043 Perrier St,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Silsbee Kemp,,
Jennifer Meyer,Hospitalist,Outpatient / Provider,,Metairie,4200 Houma Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Jennifer Meyer,,
Ken Nguyen,Hospitalist,Outpatient / Provider,,Lake Charles,4200 Nelson Rd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Ken Nguyen,,
Chuong Nguyen,Hospitalist,Outpatient / Provider,,New Orleans,4626 Alcee Fortier Blvd Ste D,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Chuong Nguyen,,
Matthew Bergstedt,Hospitalist,Outpatient / Provider,,New Orleans,1514 Jefferson Hwy,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Matthew Bergstedt,,
Priscilla Becnel,Hospitalist,Outpatient / Provider,,New Orleans,1514 Jefferson Hwy,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Priscilla Becnel,,
Christopher Mesa,Hospitalist,Outpatient / Provider,,Baton Rouge,17000 Medical Center Dr,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Christopher Mesa,,
Eric Wascome,Hospitalist,Outpatient / Provider,,Baton Rouge,5000 Hennessy Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Eric Wascome,,
Celeste Newby,Hospitalist,Outpatient / Provider,,New Orleans,2000 Canal St,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Celeste Newby,,
William Gilbert,Hospitalist,Outpatient / Provider,,New Orleans,1415 Tulane Ave,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,William Gilbert,,
Chad Gibson,Hospitalist,Outpatient / Provider,,Shreveport,8001 Youree Dr Ste 4007,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Chad Gibson,,
Kateryna Poole,Hospitalist,Outpatient / Provider,,New Orleans,"1516 Jefferson Highway, Bh629",,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Kateryna Poole,,
Jacey Jones,Hospitalist,Outpatient / Provider,,New Orleans,1430 Tulane Ave # Sl16,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Jacey Jones,,
Stanton Lee,Hospitalist,Outpatient / Provider,,New Orleans,3436 Magazine St,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Stanton Lee,,
Helen Pope,Hospitalist,Outpatient / Provider,,New Orleans,2000 Canal Street,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Helen Pope,,
Akshar Chauhan,Hospitalist,Outpatient / Provider,,New Orleans,1401 Foucher St,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Akshar Chauhan,,
Mariano Iberico,Hospitalist,Outpatient / Provider,,New Orleans,1415 Tulane Ave,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Mariano Iberico,,
Marlowe Maylin,Hospitalist,Outpatient / Provider,,New Orleans,1415 Tulane Ave,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Marlowe Maylin,,
Lester Morehead,Hospitalist,Outpatient / Provider,,Shreveport,1501 Kings Highway,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Lester Morehead,,
Trisandhya Sharma,Hospitalist,Outpatient / Provider,,Monroe,309 Jackson St,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Trisandhya Sharma,,
Tye Arnett,Hospitalist,Outpatient / Provider,,Shreveport,1501 Kings Hwy,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Tye Arnett,,
Peter Reynaud,Hospitalist,Outpatient / Provider,,New Orleans,1430 Tulane Ave # 8016,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Peter Reynaud,,
Anam Shahid,Hospitalist,Outpatient / Provider,,Monroe,309 Jackson St,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Anam Shahid,,
Richard Witzig,Hospitalist,Outpatient / Provider,,Metairie,4315 Houma Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Richard Witzig,,
Catherine Jones,Hospitalist,Outpatient / Provider,,New Orleans,2000 Canal St,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Catherine Jones,,
Marie Delvalle-Mahoney,Hospitalist,Outpatient / Provider,,Slidell,1570 Lindberg Dr Ste 14,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Marie Delvalle-Mahoney,,
William Mazzella,Hospitalist,Outpatient / Provider,,Monroe,309 Jackson St,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,William Mazzella,,
Logan Davies,Hospitalist,Outpatient / Provider,,New Orleans,900 Magazine St,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Logan Davies,,
Kenneth Coignet,Hospitalist,Outpatient / Provider,,Marrero,1101 Medical Center Blvd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Kenneth Coignet,,
Michael Modica,Hospitalist,Outpatient / Provider,,New Orleans,1542 Tulane Ave # T4m-2,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Michael Modica,,
Christopher Shamburger,Hospitalist,Outpatient / Provider,,New Orleans,2000 Canal St,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Christopher Shamburger,,
David Spruill,Hospitalist,Outpatient / Provider,,New Orleans,1415 Tulane Ave,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,David Spruill,,
Mark Bell,Hospitalist,Outpatient / Provider,,New Orleans,1401 Jefferson Hwy Fl Center1,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Mark Bell,,
Yanet Perez Garcia,Hospitalist,Outpatient / Provider,,Shreveport,8001 Youree Dr Ste 4007,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Yanet Perez Garcia,,
Jennifer Loprete,Hospitalist,Outpatient / Provider,,Shreveport,2508 Bert Kouns Industrial Loop,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Jennifer Loprete,,
Anjali Niyogi,Hospitalist,Outpatient / Provider,,New Orleans,1415 Tulane Ave,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Anjali Niyogi,,
Sarah Cossich,Hospitalist,Outpatient / Provider,,New Orleans,1430 Tulane Ave # 8716,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Sarah Cossich,,
Monica Dhand,Hospitalist,Outpatient / Provider,,New Orleans,1430 Tulane Sl-50,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Monica Dhand,,
Emily Ramee,Hospitalist,Outpatient / Provider,,New Orleans,1514 Jefferson Highway,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Emily Ramee,,
Jessica Debord,Hospitalist,Outpatient / Provider,,New Orleans,1430 Tulane Ave,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Jessica Debord,,
David Landry,Hospitalist,Outpatient / Provider,,Lake Charles,4200 Nelson Rd,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,David Landry,,
Daniel Brady,Hospitalist,Outpatient / Provider,,New Orleans,1415 Tulane Ave,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Daniel Brady,,
Robert Marier,Hospitalist,Outpatient / Provider,,New Orleans,1514 Jefferson Hwy,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Robert Marier,,
Krystle Pew,Hospitalist,Outpatient / Provider,,Metairie,4200 Houma Blvd Fl 6,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Krystle Pew,,
Seth Vignes,Hospitalist,Outpatient / Provider,,New Orleans,1542 Tulane Ave,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Seth Vignes,,
Jordan Callender,Hospitalist,Outpatient / Provider,,New Orleans,1542 Tulane Ave,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Jordan Callender,,
Dustin Lovas,Hospitalist,Outpatient / Provider,,New Orleans,1415 Tulane Ave,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Dustin Lovas,,
Tameem Rezan,Hospitalist,Outpatient / Provider,,New Orleans,1514 Jefferson Hwy,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Tameem Rezan,,
Ryan Kissee,Hospitalist,Outpatient / Provider,,New Orleans,1430 Tulane Ave,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Ryan Kissee,,
Behram Khan,Hospitalist,Outpatient / Provider,,Jefferson,1514 Jefferson Hwy,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Behram Khan,,
Brittany Boudreaux,Hospitalist,Outpatient / Provider,,New Orleans,1542 Tulane Ave # T4m2,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Brittany Boudreaux,,
Harsh Patel,Hospitalist,Outpatient / Provider,,New Orleans,1415 Tulane Ave,,,,Adult (65+),0,Hospitalist,Unknown,Y,,,Harsh Patel,,
